"Category level 1";"Category level 2";"Category level 3";"Category level 4";"Code";"Optional EAN";"Nature of Product authorized";"Mandatory specific data"
"SPORT";"CAMPING - BASE CAMP";"CAMPING MATTRESS - INFLATABLE MATTRESS";"CAMPING MATTRESS - INFLATABLE MATTRESS";"0U040H01";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"CAMPING MOSQUITO NET ";"CAMPING MOSQUITO NET ";"0U040P01";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"CAMPING PILLOW";"CAMPING PILLOW";"0U040A01";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"CAMPING SHELTER";"CAMPING SHELTER";"0U040G01";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"CAMPING TABLE WITH OR WITHOUT CHAIRS";"CAMPING TABLE WITH OR WITHOUT CHAIRS";"0U040601";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"CAMPING TOOLS";"CAMPING TOOLS";"0U040D01";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"COOKING SET - DISHES - CUTLERY";"COOKING SET - DISHES - CUTLERY";"0U040801";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"FLOOR MAT - SELF-INFLATING PAD";"FLOOR MAT - SELF-INFLATING PAD";"0U040I01";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"INFLATOR - PUMP - ACCESSORIES";"INFLATOR - PUMP - ACCESSORIES";"0U040C01";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"LAMP - LANTERN - CAMPING LIGHTING";"LAMP - LANTERN - CAMPING LIGHTING";"0U040F01";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"MOUSTIQUAIRE DE TETE";"MOUSTIQUAIRE DE TETE";"0U040L01";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"MULTIFUNCTION KNIFE AND ACCESSORIES ";"MULTIFUNCTION KNIFE AND ACCESSORIES ";"0U040K01";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"SAFETY NET";"SAFETY NET";"0U040O01";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"SHOWERING TENT";"SHOWERING TENT";"0U040Q01";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"SLEEPING BAG - GROUND SHEET - SELF-INFLATING";"SLEEPING BAG - GROUND SHEET - SELF-INFLATING";"0U040501";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"STOVE";"STOVE";"0U040401";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"SUN SHOWER - SHOWER HEAD";"SUN SHOWER - SHOWER HEAD";"0U040B01";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"SURVIVAL KIT - NECESSARY FOR HIKING - TREK SURVIVAL";"SURVIVAL KIT - NECESSARY FOR HIKING - TREK SURVIVAL";"0U040N01";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"TABLE DE CAMPING AVEC CHAISES - TABLE DE PIQUE-NIQUE AVEC CHAISES";"TABLE DE CAMPING AVEC CHAISES - TABLE DE PIQUE-NIQUE AVEC CHAISES";"0U040M01";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"TENT - BEACH SHELTER - ACCESSORIES";"TENT - BEACH SHELTER - ACCESSORIES";"0U040701";"No";"Standard";
"SPORT";"CAMPING - BASE CAMP";"TENT ACCESSORIES - PEG - HOOP";"TENT ACCESSORIES - PEG - HOOP";"0U040J01";"No";"Standard";
"SPORT";"CIRCUS DISCIPLINE";"ACROBATICS BELT";"ACROBATICS BELT";"0U160501";"No";"Variant";
"SPORT";"CIRCUS DISCIPLINE";"ACROBATICS LEAD ROPE";"ACROBATICS LEAD ROPE";"0U160901";"No";"Standard";
"SPORT";"CIRCUS DISCIPLINE";"AERIAL HOOP - AERIAL RING";"AERIAL HOOP - AERIAL RING";"0U160601";"No";"Standard";
"SPORT";"CIRCUS DISCIPLINE";"AERIAL SILK - AERIAN FABRIC - RIBBONS - ACROBATICS";"AERIAL SILK - AERIAN FABRIC - RIBBONS - ACROBATICS";"0U160E01";"No";"Standard";
"SPORT";"CIRCUS DISCIPLINE";"BALANCE BOARD";"BALANCE BOARD";"0U160D01";"No";"Standard";
"SPORT";"CIRCUS DISCIPLINE";"CHINESE BALL - BALANCE BALL";"CHINESE BALL - BALANCE BALL";"0U160401";"No";"Standard";
"SPORT";"CIRCUS DISCIPLINE";"CHINESE POLE ";"CHINESE POLE ";"0U160A01";"No";"Standard";
"SPORT";"CIRCUS DISCIPLINE";"CIRCUS SECURITY ROPE - WEB";"CIRCUS SECURITY ROPE - WEB";"0U160701";"No";"Standard";
"SPORT";"CIRCUS DISCIPLINE";"CYR WHEEL - GERMAN WHEEL";"CYR WHEEL - GERMAN WHEEL";"0U160C01";"No";"Standard";
"SPORT";"CIRCUS DISCIPLINE";"FLYING TRAPEZE";"FLYING TRAPEZE";"0U160F01";"No";"Standard";
"SPORT";"CIRCUS DISCIPLINE";"POLE DANCE BAR";"POLE DANCE BAR";"0U160101";"No";"Standard";
"SPORT";"CIRCUS DISCIPLINE";"RUSSIAN BAR";"RUSSIAN BAR";"0U160201";"No";"Standard";
"SPORT";"CIRCUS DISCIPLINE";"SMOOTH ROPE";"SMOOTH ROPE";"0U160801";"No";"Standard";
"SPORT";"CIRCUS DISCIPLINE";"TEETERBOARD";"TEETERBOARD";"0U160301";"No";"Standard";
"SPORT";"CLEANING PRODUCT";"BALL PUMP AND NEEDLES";"BALL PUMP AND NEEDLES";"0U110401";"No";"Standard";
"SPORT";"CLEANING PRODUCT";"CYCLE MAINTENANCE PRODUCT - LUBRICANT - GREASE";"CYCLE MAINTENANCE PRODUCT - LUBRICANT - GREASE";"0U110101";"No";"Standard";
"SPORT";"CLEANING PRODUCT";"FITNESS MACHINE MAINTENANCE PRODUCT";"FITNESS MACHINE MAINTENANCE PRODUCT";"0U110801";"No";"Standard";
"SPORT";"CLEANING PRODUCT";"GOLF TOOLS - GOLF MAINTENANCE PRODUCTS";"GOLF TOOLS - GOLF MAINTENANCE PRODUCTS";"0U110301";"No";"Standard";
"SPORT";"CLEANING PRODUCT";"MOUNTAIN SPORTS MAINTENANCE PRODUCTS - LUBRICANT - GREASE ";"MOUNTAIN SPORTS MAINTENANCE PRODUCTS - LUBRICANT - GREASE ";"0U110501";"No";"Standard";
"SPORT";"CLEANING PRODUCT";"RACKET MAINTENANCE PRODUCT";"RACKET MAINTENANCE PRODUCT";"0U110701";"No";"Standard";
"SPORT";"CLEANING PRODUCT";"SLIDES SPORT MAINTENANCE PRODUCTS - DESINFECTANT";"SLIDES SPORT MAINTENANCE PRODUCTS - DESINFECTANT";"0U110901";"No";"Standard";
"SPORT";"CLEANING PRODUCT";"STRINGING MACHINE";"STRINGING MACHINE";"0U110601";"No";"Standard";
"SPORT";"CLEANING PRODUCT";"URBAN SLIDING MAINTENANCE PRODUCT - LUBRICANT - GREASE";"URBAN SLIDING MAINTENANCE PRODUCT - LUBRICANT - GREASE";"0U110201";"No";"Standard";
"SPORT";"CYCLING";"ANTI-THEFT";"ANTI-THEFT";"0U060101";"No";"Standard";
"SPORT";"CYCLING";"BASKET - CARRYING CASE FOR CYCLE";"BASKET - CARRYING CASE FOR CYCLE";"0U060I01";"No";"Standard";
"SPORT";"CYCLING";"BATTERY CHARGER FOR ELECTRIC BIKE";"BATTERY CHARGER FOR ELECTRIC BIKE";"0U061C01";"No";"Standard";
"SPORT";"CYCLING";"BATTERY FOR ELECTRIC BIKE";"BATTERY FOR ELECTRIC BIKE";"0U061B01";"No";"Standard";
"SPORT";"CYCLING";"BICYCLE - MOUNTAIN BIKE - CYCLING COMBINATION";"BICYCLE - MOUNTAIN BIKE - CYCLING COMBINATION";"0U060P01";"No";"Variant";
"SPORT";"CYCLING";"BICYCLE HELMET";"BICYCLE HELMET";"0U061F01";"No";"Variant";
"SPORT";"CYCLING";"BLOUSON DE CYCLISTE - VESTE DE CYCLISTE";"BLOUSON DE CYCLISTE - VESTE DE CYCLISTE";"0U061I01";"No";"Variant";
"SPORT";"CYCLING";"BMX CYCLE";"BMX CYCLE";"0U060Y01";"No";"Standard";
"SPORT";"CYCLING";"BRAKE - BRAKE EQUIPMENT";"BRAKE - BRAKE EQUIPMENT";"0U060801";"No";"Standard";
"SPORT";"CYCLING";"CASQUETTE DE CYCLISME";"CASQUETTE DE CYCLISME";"0U061M01";"No";"Standard";
"SPORT";"CYCLING";"CITY BIKE";"CITY BIKE";"0U061201";"No";"Standard";
"SPORT";"CYCLING";"CITY BIKE - BEACH CRUISER";"CITY BIKE - BEACH CRUISER";"0U061001";"No";"Standard";
"SPORT";"CYCLING";"CYCLE ACCESSORIES - DECOR";"CYCLE ACCESSORIES - DECOR";"0U061A01";"No";"Standard";
"SPORT";"CYCLING";"CYCLE BELL - HORN";"CYCLE BELL - HORN";"0U060T01";"No";"Standard";
"SPORT";"CYCLING";"CYCLE CHAIN - QUICK LINK";"CYCLE CHAIN - QUICK LINK";"0U061401";"No";"Standard";
"SPORT";"CYCLING";"CYCLE CLIPS";"CYCLE CLIPS";"0U060N01";"No";"Standard";
"SPORT";"CYCLING";"CYCLE PUMP";"CYCLE PUMP";"0U060M01";"No";"Standard";
"SPORT";"CYCLING";"CYCLE STORAGE IN GARAGE - ON THE FLOOR";"CYCLE STORAGE IN GARAGE - ON THE FLOOR";"0U060Q01";"No";"Standard";
"SPORT";"CYCLING";"CYCLE TOOLS - CYCLE REPAIR KIT";"CYCLE TOOLS - CYCLE REPAIR KIT";"0U060H01";"No";"Standard";
"SPORT";"CYCLING";"CYCLE TRAILER - TRAILER BIKE";"CYCLE TRAILER - TRAILER BIKE";"0U060R01";"No";"Standard";
"SPORT";"CYCLING";"CYCLE WHEEL HUB";"CYCLE WHEEL HUB";"0U060G01";"No";"Standard";
"SPORT";"CYCLING";"DERAILLEUR - SPARE PARTS";"DERAILLEUR - SPARE PARTS";"0U060501";"No";"Standard";
"SPORT";"CYCLING";"ELECTRIC BIKE KIT ";"ELECTRIC BIKE KIT ";"0U061D01";"No";"Standard";
"SPORT";"CYCLING";"ELECTRIC CYCLE ASSISTANCE";"ELECTRIC CYCLE ASSISTANCE";"0U060X01";"No";"Standard";
"SPORT";"CYCLING";"ENSEMBLE DE VETEMENTS DE CYCLISME - TENUE DE CYCLISME";"ENSEMBLE DE VETEMENTS DE CYCLISME - TENUE DE CYCLISME";"0U061N01";"No";"Variant";
"SPORT";"CYCLING";"FOLDING BIKE";"FOLDING BIKE";"0U061101";"No";"Standard";
"SPORT";"CYCLING";"FORK";"FORK";"0U060701";"No";"Standard";
"SPORT";"CYCLING";"FRAME";"FRAME";"0U060301";"No";"Standard";
"SPORT";"CYCLING";"FRAME AND OUTER CABLE PROTECTION ";"FRAME AND OUTER CABLE PROTECTION ";"0U061601";"No";"Standard";
"SPORT";"CYCLING";"HANDLEBAR";"HANDLEBAR";"0U060B01";"No";"Standard";
"SPORT";"CYCLING";"HANDLEBAR STEM";"HANDLEBAR STEM";"0U060O01";"No";"Standard";
"SPORT";"CYCLING";"HAZARD WARNING";"HAZARD WARNING";"0U060401";"No";"Standard";
"SPORT";"CYCLING";"HOME TRAINER";"HOME TRAINER";"0U060C01";"No";"Standard";
"SPORT";"CYCLING";"KICK BIKE";"KICK BIKE";"0U060D01";"No";"Standard";
"SPORT";"CYCLING";"KID BIKE (10"" - 12"" - 14"" - 16"")";"KID BIKE (10"" - 12"" - 14"" - 16"")";"0U061E01";"No";"Standard";
"SPORT";"CYCLING";"LEVER - GEAR LEVER - GRIP";"LEVER - GEAR LEVER - GRIP";"0U060E01";"No";"Standard";
"SPORT";"CYCLING";"LIGHTING FOR CYCLE";"LIGHTING FOR CYCLE";"0U060601";"No";"Standard";
"SPORT";"CYCLING";"LUGGAGE CARRIER";"LUGGAGE CARRIER";"0U061801";"No";"Standard";
"SPORT";"CYCLING";"MAILLOT DE CYCLISME";"MAILLOT DE CYCLISME";"0U061Q01";"No";"Variant";
"SPORT";"CYCLING";"MITTEN - BIKE - MOUNTAIN BIKE - CYCLING GLOVE";"MITTEN - BIKE - MOUNTAIN BIKE - CYCLING GLOVE";"0U061G01";"No";"Variant";
"SPORT";"CYCLING";"MOUNTAIN BIKE";"MOUNTAIN BIKE";"0U061301";"No";"Standard";
"SPORT";"CYCLING";"MUDGUARD";"MUDGUARD";"0U060901";"No";"Standard";
"SPORT";"CYCLING";"PANTALON DE CYCLISME - COLLANT DE CYCLISME";"PANTALON DE CYCLISME - COLLANT DE CYCLISME";"0U061S01";"No";"Variant";
"SPORT";"CYCLING";"PEDAL ASSEMBLY - PEDAL - PEDAL COVER";"PEDAL ASSEMBLY - PEDAL - PEDAL COVER";"0U060J01";"No";"Standard";
"SPORT";"CYCLING";"RACE - ROAD BICYCLE";"RACE - ROAD BICYCLE";"0U060Z01";"No";"Standard";
"SPORT";"CYCLING";"REAR VIEW MIRROR";"REAR VIEW MIRROR";"0U061901";"No";"Standard";
"SPORT";"CYCLING";"RECUMBENT BIKE";"RECUMBENT BIKE";"0U061701";"No";"Standard";
"SPORT";"CYCLING";"RIM - WHEEL";"RIM - WHEEL";"0U060A01";"No";"Standard";
"SPORT";"CYCLING";"ROAD CYCLING - MOUNTAIN BIKING SHOES";"ROAD CYCLING - MOUNTAIN BIKING SHOES";"0U061H01";"No";"Variant";
"SPORT";"CYCLING";"SADDLE - SEATS STEM";"SADDLE - SEATS STEM";"0U060S01";"No";"Standard";
"SPORT";"CYCLING";"SCOOTER";"SCOOTER";"0U061501";"No";"Standard";
"SPORT";"CYCLING";"SHORT DE CYCLISME - CUISSARD";"SHORT DE CYCLISME - CUISSARD";"0U061U01";"No";"Variant";
"SPORT";"CYCLING";"SPROCKET- FREEWHEEL - CASSETTE";"SPROCKET- FREEWHEEL - CASSETTE";"0U060K01";"No";"Standard";
"SPORT";"CYCLING";"STABILIZER - WHEEL";"STABILIZER - WHEEL";"0U060U01";"No";"Standard";
"SPORT";"CYCLING";"STRUT SOLD ALONE";"STRUT SOLD ALONE";"0U060201";"No";"Standard";
"SPORT";"CYCLING";"TANDEM BIKE";"TANDEM BIKE";"0U060V01";"No";"Standard";
"SPORT";"CYCLING";"TRICYCLE";"TRICYCLE";"0U060W01";"No";"Standard";
"SPORT";"CYCLING";"TYRE - INNER TUBE";"TYRE - INNER TUBE";"0U060L01";"No";"Standard";
"SPORT";"CYCLING";"UNICYCLE BIKE";"UNICYCLE BIKE";"0U060F01";"No";"Standard";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"BALL";"BALL";"0U070201";"No";"Standard";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"BALLERINA";"BALLERINA";"0U070C01";"No";"Variant";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"BATON";"BATON";"0U070301";"No";"Standard";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"BOOTS D'ECHAUFFEMENT - BOOTS DE DANSE";"BOOTS D'ECHAUFFEMENT - BOOTS DE DANSE";"0U070Z01";"No";"Variant";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"CARPET - CARPET ACCESSORY";"CARPET - CARPET ACCESSORY";"0U070801";"No";"Standard";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"CARPET CARRIER";"CARPET CARRIER";"0U070A01";"No";"Standard";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"CHAUSSURES DANSE DE SALON - CHAUSSURES DANSES LATINES";"CHAUSSURES DANSE DE SALON - CHAUSSURES DANSES LATINES";"0U070I01";"No";"Variant";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"CLAQUETTE DE DANSE";"CLAQUETTE DE DANSE";"0U071101";"No";"Variant";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"CLUB";"CLUB";"0U070701";"No";"Standard";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"COLLANT DE DANSE";"COLLANT DE DANSE";"0U070H01";"No";"Variant";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"COSTUME DANSE DU VENTRE - TENUE DANSE DU VENTRE";"COSTUME DANSE DU VENTRE - TENUE DANSE DU VENTRE";"0U070K01";"No";"Variant";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"COSTUME DANSES LATINES - TENUE DANSES LATINES";"COSTUME DANSES LATINES - TENUE DANSES LATINES";"0U070L01";"No";"Variant";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"DANCE SHOE";"DANCE SHOE";"0U070D01";"No";"Variant";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"DANCING SHOES";"DANCING SHOES";"0U070E01";"No";"Standard";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"DECORATION ADHESIVE";"DECORATION ADHESIVE";"0U070101";"No";"Standard";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"EQUIPMENT BAG";"EQUIPMENT BAG";"0U070601";"No";"Standard";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"GYM APPARATUS - MODULE";"GYM APPARATUS - MODULE";"0U070F01";"No";"Standard";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"HOOP";"HOOP";"0U070401";"No";"Standard";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"JUPE DE DANSE - JUPETTE DE DANSE";"JUPE DE DANSE - JUPETTE DE DANSE";"0U070O01";"No";"Variant";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"PEDILLES DE DANSE - MITAINE POUR ORTEILS";"PEDILLES DE DANSE - MITAINE POUR ORTEILS";"0U070Y01";"No";"Variant";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"POMPOM";"POMPOM";"0U070901";"No";"Standard";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"RIBBON";"RIBBON";"0U070B01";"No";"Standard";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"SNEAKERS DE DANSE - BASKET DE DANSE";"SNEAKERS DE DANSE - BASKET DE DANSE";"0U071001";"No";"Variant";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"STRING";"ROPE";"0U070501";"No";"Standard";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"TUTU - LEOTARDS";"TUTU - LEOTARDS";"0U070G01";"No";"Variant";
"SPORT";"DANCING - RHYTHMIC GYMNASTICS";"VESTE DE DANSE - VESTE DE GR - CACHE CŒUR DE DANSE - CACHE CŒUR DE GR";"VESTE DE DANSE - VESTE DE GR - CACHE CŒUR DE DANSE - CACHE CŒUR DE GR";"0U070W01";"No";"Variant";
"SPORT";"DOG SPORTS";"BIKEJORING ACCESSORIES";"BIKEJORING ACCESSORIES";"0U180401";"No";"Standard";
"SPORT";"DOG SPORTS";"BUNGEE LINE";"BUNGEE LINE";"0U180301";"No";"Standard";
"SPORT";"DOG SPORTS";"CANICROSS ACCESSORIES";"CANICROSS ACCESSORIES";"0U180501";"No";"Standard";
"SPORT";"DOG SPORTS";"DOG SPORTS HARNESS";"DOG SPORTS HARNESS";"0U180101";"No";"Standard";
"SPORT";"DOG SPORTS";"SLED ROPE";"SLED ROPE";"0U180201";"No";"Standard";
"SPORT";"DOG SPORTS";"SLEIGH - PULKA - SPARE PARTS";"SLEIGH - PULKA - SPARE PARTS";"0U180601";"No";"Standard";
"SPORT";"ELECTRIC STIMULATOR";"ACCESSORIES - SPARE PARTS FOR MUSCLE STIMULATOR";"ACCESSORIES - SPARE PARTS FOR MUSCLE STIMULATOR";"0U130101";"No";"Standard";
"SPORT";"ELECTRIC STIMULATOR";"BELT ELECTROSTIMULATION";"BELT ELECTROSTIMULATION";"0U130401";"No";"Variant";
"SPORT";"ELECTRIC STIMULATOR";"ELECTRIC STIMULATOR";"ELECTRIC STIMULATOR";"0U130201";"No";"Standard";
"SPORT";"ELECTRIC STIMULATOR";"SHORT ELECTROSTIMULATION";"SHORT ELECTROSTIMULATION";"0U130501";"No";"Variant";
"SPORT";"FISHING";"BAIT - ANIMAL ATTRACTOR";"BAIT - ANIMAL ATTRACTOR";"0U0E0201";"No";"Standard";
"SPORT";"FISHING";"BALLAST - LEAD";"BALLAST - LEAD";"0U0E0101";"No";"Standard";
"SPORT";"FISHING";"BOMBETTE";"BOMBETTE";"0U0E0601";"No";"Standard";
"SPORT";"FISHING";"BOTTOM OF LINE";"BOTTOM OF LINE";"0U0E0401";"No";"Standard";
"SPORT";"FISHING";"COMBAT SEATS - FISHING SEATS";"COMBAT SEATS - FISHING SEATS";"0U0E0P01";"No";"Standard";
"SPORT";"FISHING";"EQUIPMENT PACK";"EQUIPMENT PACK";"0U0E0S01";"No";"Standard";
"SPORT";"FISHING";"FISHING BAG";"FISHING BAG";"0U0E0N01";"No";"Standard";
"SPORT";"FISHING";"FISHING BALL FLOATS";"FISHING BALL FLOATS";"0U0E0K01";"No";"Standard";
"SPORT";"FISHING";"FISHING BOAT (FLOAT TUBE) - SPARE PARTS";"FISHING BOAT (FLOAT TUBE) - SPARE PARTS";"0U0E0301";"No";"Standard";
"SPORT";"FISHING";"FISHING BOX - TACKLE BOX";"FISHING BOX - TACKLE BOX";"0U0E0501";"No";"Standard";
"SPORT";"FISHING";"FISHING BUCKET";"FISHING BUCKET";"0U0E0O01";"No";"Standard";
"SPORT";"FISHING";"FISHING LAMP";"FISHING LAMP";"0U0E0E01";"No";"Standard";
"SPORT";"FISHING";"FISHING LURE";"FISHING LURE";"0U0E0F01";"No";"Standard";
"SPORT";"FISHING";"FISHING NET";"FISHING NET";"0U0E0A01";"No";"Standard";
"SPORT";"FISHING";"FISHING ROD";"FISHING ROD";"0U0E0701";"No";"Standard";
"SPORT";"FISHING";"FISHING TOOLS";"FISHING TOOLS";"0U0E0J01";"No";"Standard";
"SPORT";"FISHING";"FLOAT";"FLOAT";"0U0E0B01";"No";"Standard";
"SPORT";"FISHING";"GAFF";"GAFF";"0U0E0C01";"No";"Standard";
"SPORT";"FISHING";"GANTS DE PECHE";"GANTS DE PECHE";"0U0E1101";"No";"Variant";
"SPORT";"FISHING";"HOOK";"HOOK";"0U0E0D01";"No";"Standard";
"SPORT";"FISHING";"LANDING NET - CREEL";"LANDING NET - CREEL";"0U0E0901";"No";"Standard";
"SPORT";"FISHING";"NYLON - FISHING LINE - BRAID";"NYLON - FISHING LINE - BRAID";"0U0E0I01";"No";"Standard";
"SPORT";"FISHING";"REEL";"REEL";"0U0E0H01";"No";"Standard";
"SPORT";"FISHING";"ROD ONLY";"ROD ONLY";"0U0E0G01";"No";"Standard";
"SPORT";"FISHING";"ROD STAND";"ROD STAND";"0U0E0M01";"No";"Standard";
"SPORT";"FISHING";"SPRING BALANCE - SCALES";"SPRING BALANCE - SCALES";"0U0E0L01";"No";"Standard";
"SPORT";"FISHING";"STORAGE TUBE";"STORAGE TUBE";"0U0E0R01";"No";"Standard";
"SPORT";"FISHING";"SWIVEL";"SWIVEL";"0U0E0801";"No";"Standard";
"SPORT";"FISHING";"THIGH BOOTS - WADERS - FISHING OVERALLS";"THIGH BOOTS - WADERS - FISHING OVERALLS";"0U0E0T01";"No";"Variant";
"SPORT";"FISHING";"VESTE DE PECHE - GILET DE PECHE";"VESTE DE PECHE - GILET DE PECHE";"0U0E0U01";"No";"Variant";
"SPORT";"FISHING";"WINCH";"WINCH";"0U0E0Q01";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"ABDOMEN APPARATUS - BOARD";"ABDOMEN APPARATUS - BOARD";"0U080201";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"AQUABIKE ";"AQUABIKE ";"0U081201";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"BAR - DUMBBELL - WEIGHT";"BAR - DUMBBELL - WEIGHT";"0U080601";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"BODYBUILDING BENCH";"BODYBUILDING BENCH";"0U080501";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"BRIQUES DE YOGA";"BRIQUES DE YOGA";"0U080I01";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"COUSSIN DE MEDITATION";"COUSSIN DE MEDITATION";"0U081501";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"DEBARDEUR / BRASSIERE DE YOGA";"DEBARDEUR / BRASSIERE DE YOGA";"0U081901";"No";"Variant";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"ELASTIC WRIST SUPPORT";"ELASTIC WRIST SUPPORT";"0U080801";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"ELLIPTICAL BIKE";"ELLIPTICAL BIKE";"0U080X01";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"EXERCISE BIKE";"EXERCISE BIKE";"0U080W01";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"FITNESS - TRAINING SHOES";"FITNESS - TRAINING SHOES";"0U081801";"No";"Variant";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"FITNESS AND BODYBUILDING PRODUCTS PACK";"FITNESS AND BODYBUILDING PRODUCTS PACK";"0U080H01";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"FLOOR MAT - GYM MAT - YOGA MAT";"FLOOR MAT - GYM MAT - YOGA MAT";"0U080U01";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"FORCE BAG - BALLASTED JACKET";"FORCE BAG - BALLASTED JACKET";"0U080Q01";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"GUIDED LOAD APPARATUS AND ACCESSORIES";"GUIDED LOAD APPARATUS AND ACCESSORIES";"0U080301";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"GYM MODULE - BABY GYM MODULE ";"GYM MODULE - BABY GYM MODULE ";"0U080G01";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"GYMNASTICS BALL - SWISS BALL - BALL ACCESSORIES";"GYMNASTICS BALL - SWISS BALL - BALL ACCESSORIES";"0U080401";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"GYMNASTICS STEP";"GYMNASTICS STEP";"0U080Z01";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"HEAD HARNESS";"HEAD HARNESS";"0U080D01";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"INFLATABLE TRACK - ACROBATICS TRACK";"INFLATABLE TRACK - ACROBATICS TRACK";"0U080K01";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"LEG TRAINER - TOTAL CIRCLE";"LEG TRAINER - TOTAL CIRCLE";"0U081001";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"LEGGING DE YOGA";"LEGGING DE YOGA";"0U081B01";"No";"Variant";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"MEDICINE BALL - WORKOUT BALL";"MEDICINE BALL - WORKOUT BALL";"0U080F01";"No";"Standard";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"MITTEN - WEIGHT - FITNESS GLOVES";"MITTEN - WEIGHT - FITNESS GLOVES";"0U081601";"No";"Variant";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"PANTALON DE YOGA";"PANTALON DE YOGA";"0U081D01";"No";"Variant";
"SPORT";"FITNESS - BODYBUILDING - GYMNASTICS";"PEDALIER BRAS - PEDALIER JAMBES";"PEDALIER BRAS - PEDALIER JAMBES";"0U081401";"No";"Standard";
